,X2,Y2
0,73.86347212904045,0
1,90.5320236514454,1
2,72.56368882542804,0
3,78.48756628987078,0
4,80.4043399373833,0
5,53.92409423986434,0
6,91.80285844727486,0
7,86.45015288245715,0
8,76.73921605798226,0
9,84.62926104934435,0
10,73.52847867160224,1
11,91.67097093031398,1
12,82.55705302586755,0
13,78.55425439395309,0
14,81.71186800828374,0
15,80.2241799560634,1
16,77.55236634055841,1
17,84.82058595200306,0
18,93.09629066897652,1
19,76.93590917038244,0
20,78.89564675059549,0
21,81.62141945104472,1
22,97.65275617511485,0
23,71.93664737183622,0
24,77.00799596964498,1
25,80.29463555071936,0
26,68.36230944765313,0
27,64.18778221007643,0
28,80.88449265396478,0
29,79.50021253621459,0
30,65.83840690345659,0
31,76.79752719381906,0
32,75.780898675464,0
33,62.55075623670553,0
34,85.29339555673634,1
35,79.39288381449556,0
36,85.58716630282152,0
37,73.62453850795056,0
38,86.17821230483617,0
39,83.47081802413436,1
40,79.19659261615094,0
41,61.211329490447945,0
42,76.54442759306252,0
43,65.7598181827438,0
44,70.39429745289046,0
45,100.0,0
46,100.0,0
47,90.2350727226793,0
48,82.25569573406196,0
49,74.00072500427834,1
50,87.08014453489776,1
51,68.59761952129213,0
52,77.44590538917552,0
53,92.18530738198758,0
54,69.35803957015762,0
55,69.72693032338175,0
56,99.41559845295495,1
57,77.53195704690923,0
58,76.63312288249877,0
59,89.37175171568008,0
60,77.31216383490967,0
61,87.02372000005192,1
62,82.83497662639905,1
63,90.34205131122897,0
64,71.41356430340703,0
65,66.3025388750527,0
66,87.45645963457082,1
67,59.33630370723216,0
68,61.536349633888136,0
69,93.38884815935289,0
70,88.8660471913368,1
71,84.94782469548183,0
72,85.81999064730475,0
73,69.64227489558276,0
74,68.607245938317,0
75,87.81094581928188,1
76,83.79519141839931,1
77,65.544154616338,0
78,80.16388579694852,1
79,81.45071067897908,1
80,79.57458763978177,0
81,87.82058498350521,1
82,63.132700659959795,1
83,91.19859408669596,1
84,77.4551230269474,1
85,87.62732138255237,0
86,72.09673991922425,1
87,75.4006363489126,0
88,81.8091285580029,0
89,77.25112634491495,1
90,84.22611896591758,0
91,88.15925753375622,1
92,78.14618680627791,0
93,76.73165298297455,0
94,75.95000497233158,1
95,81.61240415838597,0
96,75.30423293376771,1
97,93.76989221731684,0
98,88.75947754623175,0
99,72.2918344638104,0
100,49.30181288351623,0
101,92.32234353112561,0
102,69.44363067876984,0
103,92.88048730633258,1
104,73.98360909803776,0
105,72.07520766574281,0
106,85.96539344659091,1
107,82.3606521886172,1
108,73.34273228530837,0
109,81.10313240980162,0
110,71.30126629977755,0
111,90.52946067531566,1
112,89.3834423821792,1
113,84.062387660851,0
114,79.43210383277254,0
115,76.73514322657877,0
116,68.7592055360415,0
117,65.98766405132551,0
118,71.36093892268806,0
119,97.68579924273565,1
120,90.78159799115608,0
121,84.26733662682517,0
122,84.28583312627461,0
123,79.92290369636689,0
124,76.48183997431387,0
125,69.07417568610553,0
126,80.5699560307678,0
127,90.64245127884422,1
128,83.83863762922697,1
129,74.80260031747194,1
130,74.78583471450636,1
131,78.03784246172029,0
132,93.74958222318847,0
133,77.49607802606755,1
134,91.85951077679017,1
135,100.0,1
136,79.59018018929835,0
137,88.71583467410893,0
138,91.60690425887348,1
139,70.5355589418472,0
140,80.19067614805425,0
141,76.49470111525764,0
142,75.53983151280084,0
143,69.75992765385845,0
144,69.56394687484837,0
145,78.96803710880883,0
146,77.71021232154308,0
147,93.70460463015485,1
148,89.69565955263522,1
149,68.49110712432795,0
150,73.73481486751315,0
151,70.57844465823244,0
152,91.28124960944162,1
153,81.14326585717967,0
154,91.53436723541576,1
155,68.10131616377858,0
156,93.9925039972891,1
157,95.09432105267172,1
158,75.45776869369072,1
159,49.89911104441281,0
160,81.04904397034429,0
161,73.34724808308172,0
162,92.73876152719419,0
163,76.91124868548827,0
164,89.86667236444332,1
165,76.35003252060217,0
166,76.46709975299899,0
167,73.16134113065591,0
168,81.6193535492909,0
169,75.14478846197527,0
170,87.75968173505065,0
171,86.58138237607534,1
172,98.12063272951376,0
173,82.74805126423027,0
174,74.31904245904308,0
175,92.2442716761685,0
176,76.32759640982592,0
177,66.46890613630138,0
178,67.73169771229252,0
179,76.57409390350156,0
180,59.362162899835795,0
181,79.46282816221948,0
182,93.20962017639962,0
183,75.01227863607421,0
184,96.8711553206935,1
185,60.71598817260516,0
186,84.88827619607106,0
187,82.88389350450119,0
188,81.93782555836535,1
189,84.82249459701471,1
190,79.29046731718361,1
191,70.2853403624701,0
192,90.35812558338807,0
193,64.95744048094413,1
194,49.133452390179926,0
195,78.18302526858717,0
196,79.90684362042562,1
197,79.8404799988029,0
198,73.26289723967233,0
199,90.87449932488394,0
200,73.19661845865575,0
201,92.8485749138874,0
202,71.36065673901584,0
203,95.27696216638235,1
204,61.53179564525148,0
205,63.34088579436784,0
206,81.2601947270454,1
207,74.2537222885195,0
208,88.56265731246899,0
209,72.39852067647024,0
210,95.3369235567901,0
211,81.25365336933253,0
212,79.70080114630682,0
213,88.30795081066256,0
214,76.14159712616195,0
215,100.0,1
216,74.6708360173659,1
217,85.38181432970742,1
218,70.23633792458327,0
219,70.91933209889561,0
220,64.94315381542863,0
221,87.2452615305081,1
222,58.11181642614443,0
223,57.970303205604395,0
224,99.8074180691657,0
225,80.38920626548915,1
226,68.03859539727944,0
227,59.36306095228325,1
228,72.81056138296604,0
229,69.50323582070143,0
230,83.34964185737108,1
231,83.36581743122285,1
232,62.02723642420291,0
233,71.53322588403972,0
234,78.10328116524103,0
235,78.77585114710418,0
236,100.0,1
237,83.02380113525845,0
238,100.0,1
239,57.47874529350594,0
240,61.67954288540045,0
241,84.30195111195442,1
242,77.60037374948902,0
243,75.81274758226999,0
244,74.16548201709746,0
245,83.40273671863731,1
246,80.7635018480611,0
247,75.06138506396645,0
248,100.0,0
249,87.864624707167,1
250,59.68413746190171,0
251,70.04593641438053,1
252,86.35304574464854,1
253,81.77306858591152,1
254,77.96519629149746,0
255,94.41290606315232,1
256,77.32869890926986,0
257,98.09370061524812,0
258,83.85638017993232,0
259,77.44761087622734,0
260,64.92308015828021,0
261,61.10163542420263,0
262,89.10147478787492,0
263,80.37259549536371,1
264,88.34833961328727,0
265,65.22357618950555,0
266,100.0,1
267,80.63477046745086,0
268,73.3485123972024,1
269,82.04867660550528,0
270,72.70598603167704,1
271,99.29466523005858,1
272,90.02844488487418,0
273,82.26113655602963,1
274,75.9440659823331,0
275,100.0,1
276,82.61558887010462,1
277,86.07969578729683,1
278,90.44847923724546,0
279,90.930875557114,0
280,88.31304949580021,0
281,75.9357660097531,0
282,95.76320913744493,0
283,67.81617315525979,0
284,84.73497133042872,0
285,70.33302535344194,0
286,79.22225130377353,1
287,88.18855951724944,1
288,81.87669695144866,0
289,79.76291407820082,0
290,77.96518451142707,0
291,100.0,1
292,88.15624766109849,0
293,69.01691192423192,0
294,87.50060379282398,1
295,75.97227731193031,0
296,98.26864991615487,0
297,69.33453775342537,0
298,82.19418960482922,0
299,84.46256430726324,1
300,84.01307666346618,0
301,79.72340409503633,0
302,70.38788381950198,0
303,69.36810851879937,0
304,99.29937866233125,1
305,94.06589184791287,1
306,78.85977645436063,1
307,64.61861438184692,1
308,75.96059813971186,0
309,73.08503643036161,0
310,84.54499000333057,0
311,82.26188155451786,0
312,83.25402639724395,0
313,75.27490936469556,0
314,84.03192979779277,1
315,75.9837755356594,0
316,80.05134988947852,0
317,84.77029794771481,0
318,87.41715797531738,1
319,87.05402841411468,1
320,96.17885691414116,1
321,62.09248856373933,0
322,88.39848490869855,1
323,83.72740607599961,0
324,79.04097343719639,0
325,64.91005079336087,0
326,87.87229745752663,0
327,64.53667481506926,0
328,75.78403149342255,0
329,89.37200415715452,0
330,88.3626781522456,0
331,67.8755666032559,0
332,80.2604190679867,0
333,73.45294721077155,0
334,89.42278844767307,1
335,78.37930749377179,0
336,86.00981441609365,0
337,81.17736981454094,1
338,74.60345633276204,1
339,74.47944614245709,1
340,82.71762468180862,0
341,72.78995361149455,0
342,80.1431709486856,1
343,81.0091362270161,0
344,51.66503160510501,0
345,84.8498549999195,0
346,65.30989490963024,0
347,81.82946172557008,0
348,78.20604215597685,1
349,73.66681644911266,0
350,80.2606676685681,0
